appName,hasConfig,pinSetCount,expiringPinSetCount,hasBaseConfig,hasBaseConfigClear,hasBaseConfigTrustAnchors,hasBaseConfigUserCerts,hasBaseConfigSystemCerts,hasBaseConfigCustomCerts,baseConfigCustomCertCount,hasDomainConfigs,domainConfigsPermitClear,domainConfigsNestedPermitClear,hasDebugOverrides,hasDebugUserCerts,hasDebugSystemCerts,hasDebugCustomCerts,debugCustomCertCount
com.netbiscuits.bild.android,True,0,0,False,False,False,False,False,False,0,True,True,False,True,True,False,False,0
com.bundesliga,True,0,0,False,False,False,False,False,False,0,False,False,False,True,True,False,False,0
com.fragileheart.mp3editor,True,0,0,False,False,False,False,False,False,0,True,True,False,False,False,False,False,0
com.indymobileapp.document.scanner,True,0,0,False,False,False,False,False,False,0,True,True,False,False,False,False,False,0
com.alexvas.dvr,True,0,0,True,True,False,False,False,False,0,True,False,False,False,False,False,False,0
com.TTT.logomaker.logocreator.generator.designer,True,0,0,True,True,True,False,True,False,0,False,False,False,False,False,False,False,0
com.volio.layout.photocollage.collagemaker,True,0,0,False,False,False,False,False,False,0,True,True,False,False,False,False,False,0
life.toca.world.free,True,0,0,True,True,True,False,True,False,0,False,False,False,False,False,False,False,0
de.obi.app,True,0,0,False,False,False,False,False,False,0,True,False,False,True,True,False,False,0
com.google.android.talk,True,0,0,False,False,False,False,False,False,0,False,False,False,True,True,False,False,0
com.whatsapp.w4b,True,0,0,True,True,False,False,False,False,0,False,False,False,False,False,False,False,0
com.lezhin.comics,True,0,0,True,True,True,False,True,False,0,True,False,False,False,False,False,False,0
com.shareitagain.bigemoji,True,0,0,False,False,False,False,False,False,0,True,True,False,False,False,False,False,0
com.wallpaper.wallpapers.fortnite,True,0,0,True,True,True,False,True,False,0,True,True,False,False,False,False,False,0
com.halalzulal.mammar.halalzulal,True,0,0,False,False,False,False,False,False,0,True,True,False,False,False,False,False,0
loseweight.weightloss.workout.fitness,True,0,0,True,True,False,False,False,False,0,False,False,False,False,False,False,False,0
com.arjonasoftware.babycam,True,0,0,True,True,False,False,False,False,0,False,False,False,False,False,False,False,0
com.anapel.how_to_draw_naruto_anime,True,0,0,True,True,True,True,True,False,0,True,True,False,False,False,False,False,0
com.runtastic.android.results.lite,True,0,0,False,False,False,False,False,False,0,True,True,False,True,True,True,False,0
com.helbling.media,True,0,0,True,True,False,False,False,False,0,False,False,False,False,False,False,False,0
com.kayak.android.checkfelix,True,0,0,True,True,False,False,False,False,0,False,False,False,True,True,True,True,2
com.leolegaltechapps.messenger,True,0,0,False,False,False,False,False,False,0,True,True,False,False,False,False,False,0
luxury.art.neon.horns.devil.crown.photo.editor,True,0,0,False,False,False,False,False,False,0,True,True,False,False,False,False,False,0
com.happyverse.bfftest,True,0,0,False,False,False,False,False,False,0,True,True,False,False,False,False,False,0
com.beat.light,True,0,0,False,False,False,False,False,False,0,True,True,False,False,False,False,False,0
com.xnxxbroservpn.latesbroserxnx,True,0,0,True,True,True,False,True,False,0,True,True,False,False,False,False,False,0
aplicacion.tiempo,True,0,0,False,False,False,False,False,False,0,True,True,False,False,False,False,False,0
no.mobitroll.kahoot.android,True,0,0,True,False,True,False,True,False,0,False,False,False,False,False,False,False,0
com.es.screen.mirror.hd.video.cast,True,0,0,True,True,True,False,True,False,0,True,True,False,False,False,False,False,0
com.wachanga.pregnancy,True,0,0,False,False,False,False,False,False,0,True,True,False,False,False,False,False,0
com.mobile.bizo.slowmotion,True,0,0,False,False,False,False,False,False,0,True,True,False,False,False,False,False,0
org.jw.jwlibrary.mobile,True,0,0,True,False,True,False,True,False,0,True,True,False,False,False,False,False,0
com.reports.followersanalytics,True,0,0,False,False,False,False,False,False,0,True,True,False,False,False,False,False,0
altergames.carlauncher,True,0,0,True,True,True,False,True,False,0,False,False,False,False,False,False,False,0
photocollage.photoeditor.collagemaker,True,0,0,True,True,False,False,False,False,0,False,False,False,False,False,False,False,0
at.rma.meinbez,True,0,0,False,False,False,False,False,False,0,False,False,False,True,True,False,False,0
com.Smart.IPTV_services,True,0,0,True,True,True,True,True,False,0,True,True,False,False,False,False,False,0
com.letyshops,True,0,0,True,True,False,False,False,False,0,False,False,False,False,False,False,False,0
com.opera.browser,True,0,0,True,True,False,False,False,False,0,False,False,False,False,False,False,False,0
com.eisterhues_media_2,True,0,0,True,True,False,False,False,False,0,True,True,False,True,True,False,False,0
com.tipsbaby.inyellow.thegamesmobile,True,0,0,True,True,False,False,False,False,0,True,True,False,False,False,False,False,0
de.yogaeasy.videoapp,True,0,0,False,False,False,False,False,False,0,False,False,False,True,True,False,False,0
com.lockerroom.face.changer.mustache.beard.handsome.free,True,0,0,True,True,True,False,True,False,0,True,True,False,False,False,False,False,0
wakanimapp.wakanimapp,True,0,0,True,False,True,False,True,False,0,False,False,False,False,False,False,False,0
com.kptncook.app.kptncook,True,0,0,False,False,False,False,False,False,0,False,False,False,True,True,True,False,0
com.adobe.reader,True,0,0,True,True,False,False,False,False,0,True,False,False,True,True,True,False,0
com.daimler.ris.service.ece.android,True,0,0,False,False,False,False,False,False,0,True,False,False,False,False,False,False,0
com.bigsoft.videoeditor.musicvideomaker,True,0,0,False,False,False,False,False,False,0,True,True,False,False,False,False,False,0
com.wallpaperscraft.wallpaper,True,0,0,True,True,False,False,False,False,0,False,False,False,True,True,True,False,0
com.fontskeyboard.fonts,True,0,0,True,False,True,False,True,False,0,False,False,False,False,False,False,False,0
at.eversport,True,0,0,True,False,False,False,False,False,0,False,False,False,False,False,False,False,0
com.phone.photoediting,True,0,0,True,True,True,False,True,False,0,False,False,False,False,False,False,False,0
at.simplitv.ott,True,0,0,True,True,True,True,True,False,0,False,False,False,False,False,False,False,0
com.hyperionics.avar,True,0,0,True,True,True,False,True,False,0,True,True,False,False,False,False,False,0
com.free.alquran.holyquran.quranpak,True,0,0,False,False,False,False,False,False,0,True,True,False,False,False,False,False,0
com.mnappsstudio.speedometer.speedcamera.detector,True,0,0,True,True,False,False,False,False,0,False,False,False,False,False,False,False,0
com.northcube.sleepcycle,True,0,0,False,False,False,False,False,False,0,True,True,False,False,False,False,False,0
com.goeuro.rosie,True,0,0,True,True,True,False,True,False,0,True,True,False,True,True,False,False,0
com.hld.anzenbokusucal,True,0,0,True,True,True,False,True,False,0,True,True,False,False,False,False,False,0
life.simple,True,0,0,True,False,True,False,True,False,0,False,False,False,True,True,False,False,0
net.androgames.level,True,0,0,True,True,True,False,True,False,0,True,True,False,False,False,False,False,0
com.trailmakers2.trailmakersgame,True,0,0,True,True,True,False,True,False,0,True,True,False,False,False,False,False,0
com.paysend.app,True,0,0,False,False,False,False,False,False,0,False,False,False,True,True,False,False,0
com.aio.browser.light,True,0,0,True,True,True,False,True,False,0,True,True,False,False,False,False,False,0
com.fakecall.callfromgrinchthegreenguy,True,0,0,True,True,True,False,True,False,0,False,False,False,False,False,False,False,0
com.tikfans.app,True,0,0,True,True,True,False,True,False,0,True,True,False,False,False,False,False,0
com.securitybreachfnaf.freedddhints,True,0,0,True,True,True,False,True,False,0,True,True,False,False,False,False,False,0
com.x8bit.bitwarden,True,0,0,True,True,True,True,True,False,0,True,False,False,False,False,False,False,0
com.netbiscuits.kicker,True,0,0,True,True,True,False,True,False,0,False,False,False,True,True,True,False,0
com.documentscan.simplescan.scanpdf,True,0,0,False,False,False,False,False,False,0,True,True,False,False,False,False,False,0
de.zeit.diezeit.epaper.android,True,0,0,True,True,False,False,False,False,0,False,False,False,False,False,False,False,0
com.psma.videospeedchanger,True,0,0,False,False,False,False,False,False,0,True,True,False,False,False,False,False,0
de.finanzen.net,True,0,0,False,False,False,False,False,False,0,True,True,False,False,False,False,False,0
eu.wittgruppe.witt,True,0,0,False,False,False,False,False,False,0,False,False,False,True,True,False,False,0
io.metamask,True,0,0,True,False,False,False,False,False,0,True,True,False,False,False,False,False,0
com.entertainment.ringtonefree.forphone,True,0,0,True,True,True,False,True,False,0,True,True,False,False,False,False,False,0
at.consorsfinanz.onlinebanking,True,1,0,False,False,False,False,False,False,0,True,False,False,False,False,False,False,0
com.gotv.nflgamecenter.us.lite,True,0,0,False,False,False,False,False,False,0,True,True,False,False,False,False,False,0
com.tasmanic.camtoplanfree,True,0,0,False,False,False,False,False,False,0,True,True,False,False,False,False,False,0
com.coinbase.android,True,0,0,True,False,False,False,False,False,0,True,True,False,False,False,False,False,0
stickerwhatsapp.com.stickers,True,0,0,False,False,False,False,False,False,0,True,True,False,False,False,False,False,0
com.masterkinemasterguide_tips.masterkinogkn,True,0,0,False,False,False,False,False,False,0,True,True,False,False,False,False,False,0
de.dm.meindm.android,True,0,0,True,False,True,False,True,False,0,False,False,False,False,False,False,False,0
cast.video.screenmirroring.casttotv,True,0,0,True,True,True,False,True,False,0,False,False,False,True,True,False,False,0
com.playrix.fishdomdd.gplay,True,0,0,True,True,True,False,True,False,0,False,False,False,True,True,False,False,0
inc.trilokia.gfxtool.free,True,0,0,True,True,True,False,True,False,0,True,False,False,False,False,False,False,0
com.infostud.android.pa,True,0,0,False,False,False,False,False,False,0,True,True,False,False,False,False,False,0
com.google.android.gm,True,0,0,True,True,True,True,True,False,0,False,False,False,False,False,False,False,0
todolist.scheduleplanner.dailyplanner.todo.reminders,True,0,0,False,False,False,False,False,False,0,True,True,False,False,False,False,False,0
com.shareitagain.whatslov.app,True,0,0,False,False,False,False,False,False,0,True,True,False,False,False,False,False,0
com.edujoy.masha.games,True,0,0,True,True,True,False,True,False,0,False,False,False,False,False,False,False,0
statussaver.statusdownloader.downloadstatus.videoimagesaver,True,0,0,False,False,False,False,False,False,0,True,True,False,False,False,False,False,0
com.apalon.weatherlive.free,True,0,0,True,True,True,False,True,False,0,True,True,False,True,True,True,False,0
maybebaby.getpregnant.getbaby.flo,True,0,0,True,True,False,False,False,False,0,False,False,False,False,False,False,False,0
com.appxstudio.smokearteffect,True,0,0,False,False,False,False,False,False,0,True,True,False,False,False,False,False,0
com.citrix.Receiver,True,0,0,True,True,True,True,True,False,0,False,False,False,False,False,False,False,0
com.bestfriendbff.wallpapergirlboy,True,0,0,True,True,True,False,True,False,0,True,True,False,False,False,False,False,0
com.linearcode.ostrava,True,0,0,False,False,False,False,False,False,0,True,True,False,False,False,False,False,0
com.livewallpapers.animebackgroundwallpaper,True,0,0,True,True,True,False,True,False,0,True,True,False,False,False,False,False,0
br.com.rodrigokolb.realdrum,True,0,0,False,False,False,False,False,False,0,True,True,False,False,False,False,False,0
app.zenly.locator,True,0,0,False,False,False,False,False,False,0,True,True,False,False,False,False,False,0
com.toast.comico.th,True,0,0,True,True,True,False,True,False,0,False,False,False,True,True,False,False,0
com.hv.replaio,True,0,0,True,True,False,False,False,False,0,True,True,False,False,False,False,False,0
com.sofascore.results,True,0,0,False,False,False,False,False,False,0,True,True,False,False,False,False,False,0
io.airelectric,True,0,0,False,False,False,False,False,False,0,True,True,False,False,False,False,False,0
com.virtualive.hairfitglobal,True,0,0,True,True,True,False,True,False,0,False,False,False,True,True,False,False,0
com.viber.voip,True,0,0,True,True,True,False,True,True,2,False,False,False,True,True,False,False,0
com.home24.android,True,0,0,False,False,False,False,False,False,0,True,True,False,False,False,False,False,0
com.jvstudios.gpstracker,True,0,0,True,True,True,False,True,False,0,True,False,False,False,False,False,False,0
com.schilumedia.meditorium,True,0,0,True,True,False,False,False,False,0,False,False,False,False,False,False,False,0
de.mwwebwork.benzinpreisblitz,True,0,0,False,False,False,False,False,False,0,True,True,False,False,False,False,False,0
com.alightcreative.motion,True,0,0,False,False,False,False,False,False,0,True,True,False,False,False,False,False,0
com.tiklike.app,True,0,0,True,True,True,False,True,False,0,True,True,False,False,False,False,False,0
net.pkge.pkge,True,0,0,False,False,False,False,False,False,0,False,False,False,True,True,False,False,0
com.economist.lamarr,True,0,0,False,False,False,False,False,False,0,True,True,False,True,True,False,False,0
com.shpock.android,True,0,0,False,False,False,False,False,False,0,True,True,False,True,True,False,False,0
com.bpmobile.iscanner.free,True,0,0,True,True,True,False,True,False,0,True,True,False,True,True,True,False,0
com.pdf.reader.editor.fill.sign,True,0,0,False,False,False,False,False,False,0,True,True,False,False,False,False,False,0
com.connection.wireless.wirelessconnectortv,True,0,0,False,False,False,False,False,False,0,True,True,False,False,False,False,False,0
com.playrix.township,True,1,0,True,False,False,False,False,False,0,True,True,False,False,False,False,False,0
com.flashkeyboard.leds,True,0,0,True,True,True,True,True,False,0,False,False,False,False,False,False,False,0
com.inknangels.TatAngel,True,0,0,False,False,False,False,False,False,0,True,True,False,False,False,False,False,0
tv.arte.plus7,True,0,0,True,False,True,True,True,False,0,False,False,False,False,False,False,False,0
com.citymapper.app.release,True,0,0,False,False,False,False,False,False,0,True,True,False,True,True,False,False,0
com.keyboard.rgbkeyboards,True,0,0,True,True,True,True,True,False,0,False,False,False,False,False,False,False,0
de.transfermarkt.v2,True,0,0,True,True,True,False,True,False,0,True,True,False,False,False,False,False,0
cab.snapp.passenger.play,True,0,0,True,True,False,False,False,False,0,False,False,False,False,False,False,False,0
co.yellw.yellowapp,True,1,0,False,False,False,False,False,False,0,True,False,False,False,False,False,False,0
com.mmguardian.parentapp,True,0,0,False,False,False,False,False,False,0,True,False,False,False,False,False,False,0
com.takeaway.delivered4all,True,0,0,False,False,False,False,False,False,0,False,False,False,True,True,False,False,0
com.makemeold.howwillilookwhenigetolder,True,0,0,True,True,True,False,True,False,0,False,False,False,False,False,False,False,0
com.enjoythestreet,True,0,0,False,False,False,False,False,False,0,True,True,False,False,False,False,False,0
com.stiming.camirroring,True,0,0,True,True,True,False,True,False,0,True,True,False,False,False,False,False,0
com.tradingview.tradingviewapp,True,0,0,False,False,False,False,False,False,0,False,False,False,True,True,False,False,0
com.flightradar24free,True,0,0,False,False,False,False,False,False,0,True,True,False,True,True,False,False,0
com.microsoft.math,True,0,0,False,False,False,False,False,False,0,True,True,False,True,True,False,False,0
com.lgi.upctv.at,True,0,0,True,True,False,False,False,False,0,False,False,False,False,False,False,False,0
com.fronius.solarweb,True,0,0,True,True,False,False,False,False,0,False,False,False,False,False,False,False,0
app.modfnf.evilboyfriend.corruptedmod,True,0,0,True,True,False,False,False,False,0,True,True,False,False,False,False,False,0
com.newRingtones.galaxyS10tm,True,0,0,False,False,False,False,False,False,0,True,True,False,False,False,False,False,0
biz.arrowstar.funnyfood2,True,0,0,True,True,True,False,True,False,0,True,True,False,False,False,False,False,0
com.hugoboss.hugoboss,True,0,0,True,False,True,False,True,False,0,False,False,False,True,True,False,False,0
com.raed.sketchbook,True,0,0,False,False,False,False,False,False,0,True,True,False,False,False,False,False,0
com.ideashower.readitlater.pro,True,0,0,True,True,True,False,True,False,0,True,False,False,False,False,False,False,0
com.pixelsdev.beautymakeupcamera,True,0,0,False,False,False,False,False,False,0,True,True,False,False,False,False,False,0
com.kraken.invest.app,True,0,0,True,False,False,False,False,False,0,False,False,False,False,False,False,False,0
qibla.compass.qibladirection.kaaba.qiblafinder,True,0,0,False,False,False,False,False,False,0,True,True,False,False,False,False,False,0
com.crowdfarming.app,True,0,0,False,False,False,False,False,False,0,True,True,False,False,False,False,False,0
com.netflix.mediaclient,True,0,0,True,True,True,False,True,False,0,True,True,False,False,False,False,False,0
com.Huggywuggywallpaper.huggymillewuggypapers,True,0,0,True,True,True,False,True,False,0,True,True,False,False,False,False,False,0
tr.com.happydigital.happykids,True,0,0,True,True,False,False,False,False,0,True,True,False,True,True,False,False,0
com.apalon.flight.tracker,True,0,0,True,True,True,False,True,False,0,False,False,False,True,True,True,False,0
co.azuki.app,True,0,0,False,False,False,False,False,False,0,False,False,False,True,True,False,False,0
com.moonly.android,True,0,0,False,False,False,False,False,False,0,False,False,False,True,True,False,False,0
com.sony.playmemories.mobile,True,0,0,True,True,True,False,True,False,0,False,False,False,False,False,False,False,0
net.tandem,True,0,0,True,True,False,False,False,False,0,False,False,False,True,True,False,False,0
com.sociosoft.countdown,True,0,0,False,False,False,False,False,False,0,True,True,False,False,False,False,False,0
com.narutoandsasuke.wallpaper,True,0,0,True,True,False,False,False,False,0,True,True,False,False,False,False,False,0
com.streema.simpleradio,True,0,0,False,False,False,False,False,False,0,True,True,False,True,True,False,False,0
com.dexcom.follow.region1.mgdl,True,0,0,False,False,False,False,False,False,0,True,True,False,False,False,False,False,0
com.wpa.android.wifi.display,True,0,0,False,False,False,False,False,False,0,True,True,False,False,False,False,False,0
com.inditex.pullandbear,True,0,0,True,False,False,False,False,False,0,True,True,False,False,False,False,False,0
com.chuna0.ARYamaNaviU,True,0,0,False,False,False,False,False,False,0,True,True,False,False,False,False,False,0
com.dartcounter.mobile,True,0,0,False,False,False,False,False,False,0,True,True,False,False,False,False,False,0
com.moslay,True,0,0,True,True,True,False,True,False,0,True,True,False,False,False,False,False,0
com.alivecor.aliveecg,True,0,0,False,False,False,False,False,False,0,False,False,False,True,True,False,False,0
com.abandblw.lwpneonauto,True,0,0,True,True,True,True,True,False,0,True,True,False,False,False,False,False,0
com.digitalcosmos.shimeji,True,0,0,False,False,False,False,False,False,0,True,True,False,False,False,False,False,0
com.mirror.link,True,0,0,False,False,False,False,False,False,0,True,True,False,False,False,False,False,0
com.instagram.android,True,2,1,True,True,True,True,True,False,0,True,False,True,False,False,False,False,0
com.livecasting.hdmirroing,True,0,0,True,True,True,False,True,False,0,True,True,False,False,False,False,False,0
com.aadhk.lite.bptracker,True,0,0,True,True,False,False,False,False,0,False,False,False,False,False,False,False,0
com.app.tgtg,True,0,0,False,False,False,False,False,False,0,True,True,False,False,False,False,False,0
com.socialneighbour.neighborhelloaplha,True,0,0,True,True,True,False,True,False,0,True,True,False,False,False,False,False,0
com.consumedbycode.slopes,True,0,0,False,False,False,False,False,False,0,False,False,False,True,True,True,False,0
com.ebay.mobile,True,0,0,True,True,True,False,True,False,0,True,False,False,True,True,False,False,0
com.tipstocatown_city_hospital_town_s0boca.tocabuildyourownworld_halloween8,True,0,0,True,True,True,False,True,False,0,True,True,False,False,False,False,False,0
de.motain.iliga,True,0,0,True,True,True,False,True,False,0,True,True,False,True,True,False,False,0
de.toggolino.videos,True,0,0,True,True,True,False,True,False,0,False,False,False,True,True,True,False,0
at.alladin.rmbt.android,True,0,0,False,False,False,False,False,False,0,True,True,False,False,False,False,False,0
at.zappn,True,0,0,True,True,False,False,False,False,0,False,False,False,True,True,False,False,0
com.videodownloaderfortiktok.withoutwatermark,True,0,0,True,True,False,False,False,False,0,False,False,False,False,False,False,False,0
com.google.android.apps.youtube.creator,True,0,0,True,True,True,False,True,False,0,True,False,False,True,True,True,False,0
at.gv.bmf.bmf2go,True,2,0,True,True,True,True,True,False,0,True,False,False,False,False,False,False,0
com.jd.jdsports,True,0,0,False,False,False,False,False,False,0,True,False,False,False,False,False,False,0
com.easybrain.make.music,True,0,0,True,False,True,False,True,False,0,True,True,False,True,True,False,False,0
at.universal.shop,True,0,0,False,False,False,False,False,False,0,False,False,False,True,True,False,False,0
trendyol.com,True,0,0,True,True,True,False,True,False,0,False,False,False,True,True,False,False,0
com.planner5d.planner5d,True,0,0,True,True,True,False,True,False,0,True,True,False,False,False,False,False,0
com.iorienteering.mobile,True,0,0,False,False,False,False,False,False,0,True,True,False,False,False,False,False,0
com.genon.poppyplaytime.mobiletips,True,0,0,True,True,False,False,False,False,0,True,True,False,False,False,False,False,0
de.sec.mobile,True,0,0,True,False,True,False,True,False,0,False,False,False,False,False,False,False,0
eu.livesport.Handball24,True,0,0,True,True,True,False,True,True,2,True,False,False,False,False,False,False,0
downloader.video.download.free,True,0,0,True,True,True,False,True,False,0,True,True,False,True,True,False,False,0
com.email.messenger,True,0,0,True,True,True,False,True,False,0,True,False,False,True,True,False,False,0
steady.free.mangareader.mangalove,True,0,0,True,True,True,True,True,False,0,False,False,False,False,False,False,False,0
com.tipstocaatown_city_lifehospitalult.tocabuildyourownworld_christmasplay15,True,0,0,True,True,True,False,True,False,0,True,True,False,False,False,False,False,0
musicplayer.hdvideoplayer.backgroundmusic,True,0,0,True,True,True,False,True,False,0,False,False,False,False,False,False,False,0
vivino.web.app,True,0,0,True,False,True,False,True,True,1,True,True,False,False,False,False,False,0
com.ultimateguitar.tabs,True,0,0,True,False,False,False,False,False,0,True,True,False,False,False,False,False,0
me.bazaart.app,True,0,0,False,False,False,False,False,False,0,True,True,False,False,False,False,False,0
com.weddyplace.app,True,0,0,False,False,False,False,False,False,0,True,True,False,False,False,False,False,0
com.ubamadtariko.brick_rigs.brickrigs,True,0,0,False,False,False,False,False,False,0,True,True,False,False,False,False,False,0
luxury.art.hair.tryon,True,0,0,False,False,False,False,False,False,0,True,True,False,False,False,False,False,0
com.aspiro.tidal,True,0,0,False,False,False,False,False,False,0,True,True,False,True,True,False,False,0
com.vimeo.android.videoapp,True,0,0,False,False,False,False,False,False,0,True,False,False,False,False,False,False,0
bodyfast.zero.fastingtracker.weightloss,True,0,0,True,True,False,False,False,False,0,False,False,False,False,False,False,False,0
com.babycenter.pregnancytracker,True,0,0,False,False,False,False,False,False,0,False,False,False,True,True,False,False,0
com.hoval.connect,True,0,0,True,True,True,True,True,False,0,False,False,False,False,False,False,False,0
video.reface.app,True,0,0,False,False,False,False,False,False,0,True,True,False,False,False,False,False,0
com.indeed.android.jobsearch,True,0,0,True,True,True,False,True,False,0,False,False,False,True,True,True,False,0
com.eurosport.player,True,0,0,False,False,False,False,False,False,0,True,True,False,True,True,True,False,0
com.ertech.daynote,True,0,0,True,True,True,False,True,False,0,True,True,False,False,False,False,False,0
com.graha.topcashierandtoycollections,True,0,0,False,False,False,False,False,False,0,True,True,False,False,False,False,False,0
drawing.lessons.sketch.how.to.draw.portrait,True,0,0,True,True,False,False,False,False,0,True,True,False,False,False,False,False,0
qrcodereader.barcodescanner.scan.qrscanner,True,0,0,True,True,False,False,False,False,0,False,False,False,False,False,False,False,0
com.pspstation.databaseultimate,True,0,0,True,True,True,False,True,False,0,False,False,False,False,False,False,False,0
com.translate.all.language.speech.text.translator,True,0,0,True,True,True,False,True,False,0,False,False,False,False,False,False,False,0
com.hdmirrorqwe.castingfaast,True,0,0,True,True,True,False,True,False,0,True,True,False,False,False,False,False,0
loseweightapp.loseweightappforwomen.womenworkoutathome,True,0,0,True,True,False,False,False,False,0,False,False,False,False,False,False,False,0
at.billa.service,True,0,0,False,False,False,False,False,False,0,False,False,False,True,True,False,False,0
zmanga.reader.app1,True,0,0,False,False,False,False,False,False,0,True,True,False,False,False,False,False,0
br.com.tapps.donotdisturb3,True,0,0,True,True,True,False,True,False,0,True,True,False,True,True,False,False,0
com.MazdieDesign.calendarmalaysiakuda,True,0,0,True,True,False,False,False,False,0,True,True,False,False,False,False,False,0
com.quran.labs.androidquran,True,0,0,False,False,False,False,False,False,0,True,True,False,False,False,False,False,0
com.kiwibrowser.browser,True,0,0,True,True,True,True,True,False,0,False,False,False,False,False,False,False,0
com.biogen.cleo.at,True,0,0,True,True,True,True,True,False,0,False,False,False,False,False,False,False,0
com.melodis.midomiMusicIdentifier.freemium,True,0,0,False,False,False,False,False,False,0,True,True,False,True,True,False,False,0
castwebbrowsertotv.castwebvideo.webvideocaster,True,0,0,True,True,True,False,True,False,0,False,False,False,True,True,False,False,0
com.requapp.requ,True,0,0,True,True,False,False,False,False,0,True,False,False,False,False,False,False,0
de.bvb09.android,True,0,0,True,False,True,False,True,False,0,False,False,False,False,False,False,False,0
io.kodular.dhaneswarojha434.TwentyTwentycalnder,True,0,0,True,True,True,False,True,False,0,False,False,False,False,False,False,False,0
com.farfetch.farfetchshop,True,0,0,True,False,True,False,True,False,0,True,True,False,True,True,False,False,0
com.createlogo.logomaker,True,0,0,True,True,True,False,True,False,0,True,True,False,False,False,False,False,0
com.adobe.spark.post,True,0,0,False,False,False,False,False,False,0,False,False,False,True,True,True,False,0
de.westwing.android,True,0,0,False,False,False,False,False,False,0,True,True,False,False,False,False,False,0
com.highstreet.gstar,True,0,0,True,False,False,False,False,False,0,False,False,False,True,True,False,False,0
com.aadhk.time,True,0,0,True,True,False,False,False,False,0,False,False,False,False,False,False,False,0
com.softpauer.f1timingapp2014.basic,True,0,0,True,False,True,False,True,False,0,True,True,False,True,True,False,False,0
procreate.pocketapp.paintee,True,0,0,True,True,True,False,True,False,0,True,True,False,False,False,False,False,0
de.telekom.android.customercenter,True,0,0,True,True,False,False,False,False,0,True,True,False,False,False,False,False,0
breastenlarger.bodyeditor.photoeditor,True,0,0,True,True,False,False,False,False,0,False,False,False,False,False,False,False,0
dumbbellworkout.dumbbellapp.homeworkout,True,0,0,True,False,False,False,False,False,0,False,False,False,False,False,False,False,0
de.heute.mobile,True,0,0,False,False,False,False,False,False,0,True,True,False,False,False,False,False,0
com.toursprung.bikemap,True,0,0,False,False,False,False,False,False,0,False,False,False,True,True,False,False,0
com.truecaller,True,0,0,False,False,False,False,False,False,0,True,True,False,True,True,False,False,0
it.immobiliare.android,True,0,0,False,False,False,False,False,False,0,True,True,False,False,False,False,False,0
com.hbvapps.aesthetic,True,0,0,True,True,True,False,True,False,0,False,False,False,False,False,False,False,0
uk.takeaway.android,True,0,0,False,False,False,False,False,False,0,True,True,False,True,True,False,False,0
com.ictar.sportstv,True,0,0,True,True,True,False,True,False,0,False,False,False,False,False,False,False,0
com.mobisystems.mobiscanner,True,0,0,False,False,False,False,False,False,0,True,True,False,False,False,False,False,0
com.askfm,True,0,0,False,False,False,False,False,False,0,True,True,False,False,False,False,False,0
at.upstream.klagenfurtmobil,True,0,0,True,False,False,False,False,False,0,False,False,False,False,False,False,False,0
com.jss.mod,True,0,0,False,False,False,False,False,False,0,True,True,False,False,False,False,False,0
com.microsoft.msapps,True,0,0,True,False,True,True,True,False,0,True,True,False,False,False,False,False,0
sixpack.sixpackabs.absworkout,True,0,0,True,True,False,False,False,False,0,False,False,False,False,False,False,False,0
au.com.tennis.ausopen,True,0,0,True,True,False,False,False,False,0,False,False,False,True,True,False,False,0
apploveywpenginecom.wpapp,True,0,0,True,True,False,False,False,False,0,False,False,False,False,False,False,False,0
com.euroncap.rescue,True,0,0,False,False,False,False,False,False,0,False,False,False,True,True,False,False,0
net.knowledgefox.roteskreuz,True,0,0,True,True,True,False,True,False,0,False,False,False,False,False,False,False,0
com.orange.coloring.learn.kids,True,0,0,True,False,True,False,True,False,0,False,False,False,False,False,False,False,0
com.fourchars.lmpfree,True,0,0,True,True,True,False,True,False,0,True,True,False,False,False,False,False,0
com.junismile.superfood.de,True,0,0,False,False,False,False,False,False,0,True,True,False,False,False,False,False,0
com.easy.currency.extra.androary,True,0,0,False,False,False,False,False,False,0,True,True,False,False,False,False,False,0
com.casttotv.screenmirroring.castphonetotv,True,0,0,True,True,True,False,True,False,0,False,False,False,False,False,False,False,0
losebellyfat.flatstomach.absworkout.fatburning,True,0,0,True,True,False,False,False,False,0,False,False,False,False,False,False,False,0
com.imgur.mobile,True,1,0,True,True,True,False,True,False,0,True,True,False,True,True,False,False,0
com.lycadigital.lycamobile,True,1,1,True,False,False,False,False,False,0,True,False,False,False,False,False,False,0
com.buzzfeed.tasty,True,0,0,True,False,True,False,True,False,0,True,True,False,True,True,True,False,0
com.blue.mozahemyab,True,0,0,True,True,True,False,True,False,0,True,True,False,False,False,False,False,0
com.goxradar.hudnavigationapp21,True,0,0,True,True,False,False,False,False,0,False,False,False,False,False,False,False,0
com.letterboxd.letterboxd,True,0,0,True,False,True,False,True,False,0,True,True,False,True,True,False,False,0
br.com.tapps.donotdisturb2,True,0,0,True,True,True,False,True,False,0,True,True,False,True,True,False,False,0
com.facebook.mlite,True,2,1,True,True,True,True,True,False,0,True,False,True,False,False,False,False,0
cc.relive.reliveapp,True,0,0,False,False,False,False,False,False,0,True,True,False,True,True,False,False,0
sweet.snap.art.filters.snapchat,True,0,0,False,False,False,False,False,False,0,True,True,False,False,False,False,False,0
